id,name,phone,review_count,rating,display_address,postal_code,categories,longitude,latitude
colicchio-and-sons-tap-room-new-york,Colicchio & Sons Tap Room,2124006699,168,4.5,"85 10th Ave, Meatpacking District, New York, NY 10011",10011,American (New),-74.00758356,40.74308619
carroll-place-new-york,Carroll Place,2122601700,108,4.5,"157 Bleecker St, Greenwich Village, New York, NY 10012",10012,"Gastropubs, Italian",-73.9998011,40.7286329
salt-and-fat-sunnyside,Salt & Fat,7184333702,723,4,"41-16 Queens Blvd, Sunnyside, Sunnyside, NY 11104",11104,"American (New), Asian Fusion",-73.9227524,40.7431984
purbird-brooklyn,Purbird,7188572473,206,4.5,"82 Sixth Ave, Prospect Heights, Brooklyn, NY 11217",11217,American (New),-73.97509463,40.67978807
ootoya-new-york,Ootoya,2122550018,529,4,"8 W 18th St, Flatiron, New York, NY 10011",10011,Japanese,-73.992778,40.738767
sweet-and-sara-long-island-city-3,Sweet & Sara,7187072808,47,5,"43-31 33rd St, Sunnyside, Long Island City, NY 11101",11101,"Desserts, Vegan",-73.931467,40.745737
siggys-good-food-new-york,Siggy's Good Food,2122265775,209,4.5,"292 Elizabeth St, NoHo, New York, NY 10012",10012,"Mediterranean, Vegan, Comfort Food",-73.99308,40.724739
joes-shanghai-new-york-2,Joe's Shanghai,2122338888,2866,4,"9 Pell St, Chinatown, New York, NY 10013",10013,Shanghainese,-73.99776022,40.71466914
wah-fung-1-fast-food-new-york-2,Wah Fung #1 Fast Food,2129255175,289,4.5,"79 Chrystie St, Lower East Side, New York, NY 10002",10002,"Chinese, Barbeque, Fast Food",-73.994583,40.717339
lic-market-long-island-city,LIC Market,7183610013,375,4,"21-52 44th Dr, Long Island City, Long Island City, NY 11101",11101,"Breakfast & Brunch, American (New)",-73.94552,40.747552
julianas-pizza-brooklyn,Juliana's Pizza,7185966700,463,4.5,"19 Old Fulton St, DUMBO, Brooklyn, NY 11201",11201,"Pizza, American (Traditional)",-73.99356198,40.70258514
the-crabby-shack-brooklyn,The Crabby Shack,7184841507,59,4.5,"613 Franklin Ave, Crown Heights, Brooklyn, NY 11238",11238,Seafood,-73.95546715,40.67735014
l-artusi-new-york,L'Artusi,2122555757,817,4.5,"228 W 10th St, West Village, New York, NY 10014",10014,Italian,-74.005068,40.733714
cocoron-new-york-3,Cocoron,2129255220,598,4,"61 Delancey St, Lower East Side, New York, NY 10002",10002,Japanese,-73.990885,40.71916
pisillo-italian-panini-new-york,Pisillo Italian Panini,2122273104,102,4.5,"97 Nassau St, Financial District, New York, NY 10038",10038,"Italian, Sandwiches",-74.0076009,40.7103869
marietta-brooklyn,Marietta,7186389500,107,4.5,"285 Grand Ave, Clinton Hill, Brooklyn, NY 11238",11238,American (New),-73.9626829,40.6878578
paulie-gees-brooklyn,Paulie Gee's,3479873747,577,4.5,"60 Greenpoint Ave, Greenpoint, Brooklyn, NY 11222",11222,"Pizza, Vegan, Italian",-73.958557,40.729538
bouley-new-york-2,Bouley,2129642525,715,4.5,"163 Duane St, TriBeCa, New York, NY 10013",10013,French,-74.00889705,40.71695874
fort-defiance-brooklyn,Fort Defiance,3474536672,220,4,"365 Van Brunt St, Red Hook, Brooklyn, NY 11231",11231,American (New),-74.013504,40.676586
kitchen-79-jackson-heights,Kitchen 79,7188036227,60,4.5,"37-70 79th St, Elmhurst, Jackson Heights, NY 11372",11372,Thai,-73.8868866,40.747551
siggys-good-food-brooklyn-2,Siggy's Good Food,7182373199,274,4,"76 Henry St, Brooklyn Heights, Brooklyn, NY 11201",11201,"American (New), Mediterranean",-73.992615,40.698593
il-bambino-astoria,Il Bambino,7186260087,785,4.5,"34-08 31st Ave, Astoria, Astoria, NY 11106",11106,"Italian, Sandwiches, Tapas Bars",-73.9208908,40.7628098
greenpoint-heights-brooklyn-2,Greenpoint Heights,7183890110,113,4.5,"278 Nassau Ave, Greenpoint, Brooklyn, NY 11222",11222,"Bars, American (New)",-73.939629,40.725845
amarachi-prime-brooklyn-2,Amarachi Prime,7182221010,13,4,"189 Bridge St, Downtown Brooklyn, Brooklyn, NY 11201",11201,"Lounges, Breakfast & Brunch",-73.98476842,40.69804648
montanas-trail-house-brooklyn,Montana's Trail House,9179661666,59,4.5,"445 Troutman St, Bushwick, Brooklyn, NY 11237",11237,"Cocktail Bars, Breakfast & Brunch, Comfort Food",-73.92173678,40.70775613
lulu-and-po-brooklyn,Lulu & Po,9174353745,92,4.5,"154 Carlton Ave, Fort Greene, Brooklyn, NY 11205",11205,American (Traditional),-73.9729538,40.6928864
uncle-gussys-new-york,Uncle Gussy's,9296001111,202,4.5,"345 Park Ave, Midtown East, New York, NY 10154",10154,"Food Trucks, Greek",-73.972427,40.757751
ippudo-ny-new-york,Ippudo NY,2123880088,6607,4,"65 4th Ave, East Village, New York, NY 10003",10003,Ramen,-73.990287,40.730961
lucali-brooklyn-3,Lucali,7188584086,635,4.5,"575 Henry St, Carroll Gardens, Brooklyn, NY 11231",11231,Pizza,-74.000214,40.681778
bea-new-york,Bea,2126021910,165,4,"403 W 43rd St, Hell's Kitchen, New York, NY 10036",10036,American (New),-73.9923361,40.7591968
ba-xuyen-brooklyn-2,Ba Xuyen,7186336601,350,4.5,"4222 8th Ave, Borough Park, Brooklyn, NY 11232",11232,"Vietnamese, Sandwiches",-73.9997101,40.6452789
fresh-salt-new-york,Fresh Salt,2129620053,207,4,"146 Beekman St, South Street Seaport, New York, NY 10038",10038,"Bars, American (New)",-74.002449,40.707077
xian-famous-foods-brooklyn,Xi'an Famous Foods,,46,4.5,"86 Beadel St, East Williamsburg, Brooklyn, NY 11222",11222,Chinese,-73.937306,40.72155
nish-nush-new-york,Nish Nush,2129641318,201,4.5,"88 Reade St, TriBeCa, New York, NY 10013",10013,"Middle Eastern, Vegetarian, Kosher",-74.007695,40.715688
distilled-new-york,Distilled,2126019514,236,4,"211 W Broadway, TriBeCa, New York, NY 10013",10013,"American (New), Bars, Breakfast & Brunch",-74.0062975,40.7189994
taverna-kyclades-east-village-new-york,Taverna Kyclades East Village,2124320011,249,4.5,"228 1st Ave, Stuyvesant Town, New York, NY 10009",10009,"Greek, Seafood",-73.982667,40.731275
bianca-new-york-4,Bianca,2122604666,879,4,"5 Bleecker St, NoHo, New York, NY 10012",10012,"Italian, American (New)",-73.992698,40.725458
cafe-habana-new-york-4,Cafe Habana,2126252001,2334,4,"17 Prince St, Nolita, New York, NY 10012",10012,"Cuban, Mexican",-73.994171,40.722998
jane-new-york-2,Jane,2122547000,1814,4,"100 W Houston St, Greenwich Village, New York, NY 10012",10012,"American (Traditional), Modern European",-74.0001984,40.7273903
juniper-brooklyn-2,Juniper,7187828777,266,4.5,"112 Berry St, Williamsburg - North Side, Brooklyn, NY 11211",11211,"Burgers, American (Traditional)",-73.95900726,40.71894073
pommes-frites-new-york,Pommes Frites,2126741234,2929,4,"123 2nd Ave, East Village, New York, NY 10003",10003,Belgian,-73.988274,40.728325
blue-ribbon-brasserie-new-york,Blue Ribbon Brasserie,2122740404,638,4.5,"97 Sullivan St, South Village, New York, NY 10012",10012,"Seafood, American (Traditional)",-74.003027,40.725456
the-jeffrey-craft-beer-and-bites-new-york,The Jeffrey Craft Beer & Bites,2123552337,204,4.5,"311 E 60th St, Upper East Side, New York, NY 10022",10022,"Bars, Gastropubs, American (New)",-73.96299,40.761108
gotham-bar-and-grill-new-york,Gotham Bar And Grill,2126204020,909,4.5,"12 E 12th St, Union Square, New York, NY 10003",10003,"American (New), Bars",-73.993696,40.734186
nam-nam-brooklyn-2,Nam Nam,7183029200,210,4.5,"109 Montrose Ave, East Williamsburg, Brooklyn, NY 11206",11206,"Vietnamese, Coffee & Tea",-73.94531675,40.70715599
cheeky-sandwiches-new-york,Cheeky Sandwiches,6465048132,336,4.5,"35 Orchard St, Chinatown, New York, NY 10002",10002,Sandwiches,-73.9916763,40.7157898
greenpoint-fish-and-lobster-co-greenpoint,Greenpoint Fish & Lobster Co.,7183490400,54,4.5,"114 Nassau Ave, Greenpoint, Greenpoint, NY 11222",11222,Seafood,-73.9491199,40.724128
la-taqueria-kermes-ridgewood,La Taqueria Kermes,3474639263,142,4.5,"66-36 Fresh Pond Rd, Ridgewood, Ridgewood, NY 11385",11385,Mexican,-73.89775448,40.70794724
malatesta-trattoria-new-york,Malatesta Trattoria,2127411207,728,4,"649 Washington St, West Village, New York, NY 10014",10014,Italian,-74.0083618,40.7328606
saigon-shack-new-york,Saigon Shack,2122280588,848,4,"114 Macdougal St, Greenwich Village, New York, NY 10012",10012,Vietnamese,-74.000629,40.72969
aces-wings-jersey-city,Ace's Wings,8633970977,18,4.5,"CALL & RESERVE TRAYS AHEAD OF TIME!!, ABSOLUTELY NO WALK-INS, Jersey City, NJ 07304",07304,"Chicken Wings, Street Vendors, Filipino",-74.08484465,40.71844545
delaware-and-hudson-brooklyn,Delaware and Hudson,7182188191,63,4.5,"135 N 5th St, Williamsburg - North Side, Brooklyn, NY 11211",11211,American (Traditional),-73.95923143,40.71698677
the-good-fork-brooklyn,The Good Fork,7186436636,260,4,"391 Van Brunt St, Red Hook, Brooklyn, NY 11231",11231,American (New),-74.014206,40.675888
sushi-yasuda-new-york,Sushi Yasuda,2129721001,1251,4.5,"204 E 43rd St, Midtown East, New York, NY 10017",10017,"Sushi Bars, Japanese",-73.9737396,40.751194
fitzcarraldo-brooklyn,Fitzcarraldo,7182332566,27,4.5,"195 Morgan Ave, East Williamsburg, Brooklyn, NY 11237",11237,Italian,-73.93386073,40.71080947
scratch-bread-brooklyn-2,Scratch Bread,9178035773,188,4.5,"1069 Bedford Ave, Bedford Stuyvesant, Brooklyn, NY 11216",11216,"Bakeries, Breakfast & Brunch, Comfort Food",-73.95490692,40.68676906
pio-pio-new-york-7,Pio Pio,2124592929,1013,4,"604 10th Ave, Hell's Kitchen, New York, NY 10036",10036,Peruvian,-73.99456449,40.76050629
barboncino-brooklyn,Barboncino,7184838834,389,4.5,"781 Franklin Ave, Crown Heights, Brooklyn, NY 11238",11238,"Pizza, Bars",-73.957153,40.672043
hometown-bar-b-que-brooklyn,Hometown Bar-B-Que,3472944644,210,4,"454 Van Brunt St, Red Hook, Brooklyn, NY 11231",11231,Barbeque,-74.016127,40.674905
club-a-steakhouse-new-york,Club A Steakhouse,2126884190,1548,4.5,"240 E 58th St, Midtown East, New York, NY 10022",10022,"Steakhouses, Beer, Wine & Spirits",-73.965576,40.760052
up-thai-new-york,Up Thai,2122561188,292,4.5,"1411 2nd Ave, Upper East Side, New York, NY 10021",10021,Thai,-73.957919,40.769965
fiore-deli-of-hoboken-hoboken,Fiore Deli of Hoboken,2016591655,275,4.5,"414 Adams St, Hoboken, NJ 07030",07030,Delis,-74.036263,40.743015
crescent-grill-long-island-city,Crescent Grill,7187294040,107,4.5,"38-40 Crescent St, Long Island City, Long Island City, NY 11101",11101,American (New),-73.9367746,40.7549308
carmines-new-york,Carmine's,2122213800,1404,4,"200 W 44th St, Theater District, New York, NY 10036",10036,Italian,-73.986197,40.757368
post-office-brooklyn-6,Post Office,7189632574,182,4.5,"188 Havemeyer St, Williamsburg - South Side, Brooklyn, NY 11211",11211,"Bars, American (Traditional)",-73.9583359,40.710598
five-stars-thai-cuisine-union-city-2,Five Stars Thai Cuisine,2015831800,169,4.5,"324 29th St, Union City, NJ 07087",07087,"Thai, Vegetarian",-74.028414,40.770158
caracas-arepa-bar-new-york,Caracas Arepa Bar,2125292314,2038,4,"93 1/2 E 7th St, East Village, New York, NY 10009",10009,Venezuelan,-73.98517867,40.72689742
papas-kitchen-woodside,Papa's Kitchen,3477249586,50,4.5,"65-40 Woodside Ave, Woodside, Woodside, NY 11377",11377,Filipino,-73.89860227,40.74337412
mamouns-falafel-new-york-2,Mamoun's Falafel,2126748685,1655,4.5,"119 MacDougal St, Greenwich Village, New York, NY 10012",10012,"Middle Eastern, Falafel",-74.0004349,40.7302856
aperture-carroll-gardens,Aperture,7185225301,23,4.5,"552 Court St, Carroll Gardens, Carroll Gardens, NY 11231",11231,"Pizza, Italian, Live/Raw Food",-73.999706,40.675033
stage-restaurant-new-york,Stage Restaurant,2124738614,166,4.5,"128 2nd Ave, East Village, New York, NY 10003",10003,"Ukrainian, Polish",-73.9874573,40.72826
carmines-italian-deli-jersey-city,Carmines Italian Deli,2014345155,45,4.5,"165 Mallory Ave, Jersey City, NJ 07304",07304,Delis,-74.087936,40.720181
brooklyn-star-brooklyn,Brooklyn Star,7185999899,325,4,"593 Lorimer St, Williamsburg - North Side, Brooklyn, NY 11211",11211,"Southern, Bars",-73.949768,40.714592
xixa-brooklyn,Xixa,7183888860,258,4.5,"241 S 4th St, Williamsburg - South Side, Brooklyn, NY 11211",11211,Mexican,-73.9584732,40.7104988
black-tree-new-york,Black Tree,2125334684,145,4,"131 Orchard St, Lower East Side, New York, NY 10002",10002,American (New),-73.989647,40.719761
the-river-café-brooklyn-3,The River Café,7185225200,470,4,"1 Water St, DUMBO, Brooklyn, NY 11201",11201,American (New),-73.99474382,40.7031554
sakagura-new-york,Sakagura,2129537253,1048,4.5,"211 E 43rd St, Midtown East, New York, NY 10017",10017,"Japanese, Seafood",-73.97313535,40.75124489
lam-zhou-handmade-noodle-new-york-2,Lam Zhou Handmade Noodle,2125666933,573,4,"144 E Broadway, Chinatown, New York, NY 10002",10002,Chinese,-73.991219,40.714157
buvette-new-york,Buvette,2122553590,519,4,"42 Grove St, West Village, New York, NY 10014",10014,French,-74.004213,40.732852
the-farm-on-adderley-brooklyn,The Farm On Adderley,7182873101,668,4,"1108 Cortelyou Rd, Flatbush, Brooklyn, NY 11218",11218,"American (New), Breakfast & Brunch",-73.967529,40.639526
house-of-small-wonder-brooklyn,House of Small Wonder,7183886160,239,4.5,"77 N 6th St, Williamsburg - North Side, Brooklyn, NY 11211",11211,"Sandwiches, Breakfast & Brunch, Cafes",-73.960866,40.719242
giovannis-brooklyn-eats-brooklyn-2,Giovanni's Brooklyn Eats,7187888001,165,4,"1657 8th Ave, South Slope, Brooklyn, NY 11215",11215,Italian,-73.983604,40.66008
mooks-new-york,Mook's,9174751895,58,4.5,"221 E 23rd St, Kips Bay, New York, NY 10010",10010,"Sandwiches, Cafes, Salad",-73.9818573,40.7385902
lomzynianka-brooklyn,Lomzynianka,7183899439,381,4.5,"646 Manhattan Ave, Greenpoint, Brooklyn, NY 11222",11222,Polish,-73.950798,40.724342
the-meatball-shop-new-york,The Meatball Shop,2129828895,2077,4,"84 Stanton St, Lower East Side, New York, NY 10002",10002,"Italian, American (Traditional)",-73.9887357,40.7214961
westville-new-york,Westville,2127417971,699,4,"210 W 10th St, West Village, New York, NY 10014",10014,"Salad, Burgers, Sandwiches",-74.0041863,40.7340046
citrico-brooklyn,Citrico,3479554519,49,4.5,"681 Washington Ave, Prospect Heights, Brooklyn, NY 11238",11238,Mexican,-73.9635664,40.6768351
joju-elmhurst,JoJu,3478080887,599,4.5,"83-25 Broadway, Elmhurst, Elmhurst, NY 11373",11373,"Vietnamese, Sandwiches, Bubble Tea",-73.87928093,40.74079176
tony-the-dragon-dragonas-new-york,Tony 'The Dragon' Dragonas,,74,4.5,"62nd St and Madison Ave, Upper East Side, New York, NY 10065",10065,Food Stands,-73.9700394,40.7654686
olea-brooklyn-2,Olea,7186437003,467,4,"171 Lafayette Ave, Fort Greene, Brooklyn, NY 11238",11238,Mediterranean,-73.97060126,40.68769589
the-boil-new-york-3,The Boil,2129258815,713,4,"139 Chrystie St, Lower East Side, New York, NY 10002",10002,"Cajun/Creole, Seafood",-73.993304,40.719683
jeatjet-brooklyn,J'eatjet?,3472277410,85,4.5,"685 5th Ave, South Slope, Brooklyn, NY 11215",11215,Gastropubs,-73.992948,40.661421
m-and-p-biancamano-hoboken,M & P Biancamano,2017950274,81,4.5,"1116 Washington St, Hoboken, NJ 07030",07030,"Grocery, Sandwiches",-74.027199,40.750668
proper-west-new-york,Proper West,2129979000,29,4.5,"54 West 39th street, Midtown West, New York, NY 10018",10018,"Sports Bars, American (New), Lounges",-73.984756,40.75238
vitae-new-york,Vitae,2126823562,373,4,"4 E 46th St, Midtown East, New York, NY 10017",10017,American (New),-73.978546,40.755581
brooklyn-taco-co-new-york,Brooklyn Taco Co,6468208226,158,4.5,"120 Essex St, Lower East Side, New York, NY 10002",10002,Mexican,-73.98662683,40.71824922
mighty-quinns-barbeque-new-york,Mighty Quinn's Barbeque,2126773733,846,4,"103 2nd Ave, East Village, New York, NY 10003",10003,Barbeque,-73.988623,40.727574
rucola-brooklyn,Rucola,7185763209,228,4,"190 Dean St, Boerum Hill, Brooklyn, NY 11217",11217,"Italian, Desserts, Diners",-73.9859238,40.6855392
the-islands-brooklyn-2,The Islands,7183983575,377,4.5,"803 Washington Ave, Prospect Heights, Brooklyn, NY 11238",11238,Caribbean,-73.962585,40.672312
nerai-new-york,Nerai,2127595554,70,4.5,"55 E 54th St, Midtown East, New York, NY 10022",10022,"Greek, Mediterranean, Bars",-73.973007,40.760296
mooncake-foods-new-york,Mooncake Foods,2122198888,382,4,"28 Watts St, South Village, New York, NY 10013",10013,"Asian Fusion, Gluten-Free",-74.00409635,40.72359618
bohemian-restaurant-new-york,Bohemian Restaurant,,345,4.5,"57 Great Jones St, NoHo, New York, NY 10012",10012,Japanese,-73.99236298,40.72638321
sunny-and-annies-new-york,Sunny and Annie's,2126773131,208,4.5,"94 Ave B, East Village, New York, NY 10003",10003,"Sandwiches, Delis, Grocery",-73.98158491,40.72459595
the-picnic-basket-new-york,The Picnic Basket,2123822627,121,4.5,"65 W 37th St, Midtown West, New York, NY 10018",10018,"Cafes, Sandwiches",-73.98616076,40.75172322
la-isla-restaurant-hoboken,La Isla Restaurant,2016598197,489,4,"104 Washington St, Hoboken, NJ 07030",07030,Cuban,-74.0309753,40.7377281
piacere-new-york,Piacere,2122194080,137,4.5,"351 Broome St, Little Italy, New York, NY 10013",10013,"Pizza, Italian",-73.9951175,40.7196979
king-of-falafel-and-shawarma-astoria,King of Falafel & Shawarma,7183408068,419,4.5,"30th Stand Broadway, Astoria, Astoria, NY 11106",11106,"Middle Eastern, Food Stands, Halal",-73.926362,40.762845
northern-spy-food-co-new-york,Northern Spy Food Co.,2122285100,660,4,"511 E 12th St, East Village, New York, NY 10009",10009,American (Traditional),-73.980624,40.728906
take-root-brooklyn-3,Take Root,3472277116,17,4.5,"187 Sackett St, Carroll Gardens, Brooklyn, NY 11231",11231,American (New),-74.000138,40.684546
market-table-new-york,Market Table,2122552100,548,4,"54 Carmine St, West Village, New York, NY 10014",10014,American (New),-74.00376653,40.72976593
friedmans-new-york-2,Friedman's,2129719400,301,4,"132 W 31st St, Midtown West, New York, NY 10001",10001,"Gluten-Free, Breakfast & Brunch",-73.990649,40.748297
kofte-piyaz-brooklyn,Kofte Piyaz,3472277036,86,4.5,"881 5th Ave, Sunset Park, Brooklyn, NY 11232",11232,"Ethnic Food, Turkish",-74.00358438,40.651455
piccoli-trattoria-brooklyn,Piccoli Trattoria,7187880066,196,4.5,"522 6th Ave, South Slope, Brooklyn, NY 11215",11215,Italian,-73.986623,40.6652289
brooklyn-kolache-co-brooklyn,Brooklyn Kolache Co,7183981111,120,4.5,"520 DeKalb Ave, Bedford Stuyvesant, Brooklyn, NY 11205",11205,"Coffee & Tea, Bakeries, Cafes",-73.95564795,40.69079131
xe-may-sandwich-shop-new-york,Xe May Sandwich Shop,2123881688,382,4.5,"96 Saint Marks Pl, East Village, New York, NY 10009",10009,"Sandwiches, Vietnamese",-73.9848195,40.7275325
cafe-zona-sur-brooklyn,Cafe Zona Sur,7187881606,129,4.5,"4314 4th Ave, Sunset Park, Brooklyn, NY 11232",11232,American (New),-74.009102,40.650257
westville-new-york-4,Westville,2127761404,162,4,"333 Hudson St, South Village, New York, NY 10013",10013,American (Traditional),-74.007683,40.727127
emily-brooklyn,Emily,3478449588,95,4.5,"919 Fulton St, Clinton Hill, Brooklyn, NY 11238",11238,Pizza,-73.96641323,40.68351923
ciccio-new-york-2,Ciccio,6464769498,82,4.5,"190 6th Ave, South Village, New York, NY 10012",10012,"Italian, Bars",-74.0034866,40.7263641
anella-brooklyn,Anella,7183898100,229,4,"222 Franklin St, Greenpoint, Brooklyn, NY 11222",11222,American (New),-73.95784,40.733223
north-end-grill-new-york,North End Grill,6467471600,186,4,"104 N End Ave, Battery Park, New York, NY 10282",10282,American (New),-74.016141,40.715224
pies-n-thighs-brooklyn,Pies-n-Thighs,3475296090,1486,4,"166 S 4th St, Williamsburg - South Side, Brooklyn, NY 11211",11211,"Southern, Barbeque, Breakfast & Brunch",-73.961424,40.711191
mayfield-brooklyn,Mayfield,3473183643,216,4,"688 Franklin Ave, Crown Heights, Brooklyn, NY 11238",11238,American (New),-73.95657349,40.67485809
taqueria-diana-new-york,Taqueria Diana,6464227871,237,4,"129 2nd Ave, East Village, New York, NY 10003",10003,Mexican,-73.98798443,40.72843376
red-hook-lobster-pound-brooklyn,Red Hook Lobster Pound,7188587650,472,4,"284 Van Brunt St, Red Hook, Brooklyn, NY 11231",11231,Seafood,-74.0103836,40.679821
five-leaves-brooklyn-2,Five Leaves,7183835345,833,4,"18 Bedford Ave, Greenpoint, Brooklyn, NY 11222",11222,"American (New), Coffee & Tea",-73.95159864,40.72371831
westville-new-york-5,Westville,2126772033,687,4,"173 Ave A, East Village, New York, NY 10009",10009,American (New),-73.982128,40.7284549
lukes-lobster-new-york-2,Luke's Lobster,2122494241,790,4,"242 E 81st St, Upper East Side, New York, NY 10028",10028,Seafood,-73.9553986,40.7750435
