"id","name","phone","0","0.0","categories","0.00000000","0.00000000","address1","address2","zip","city","state"
"don-peppe-ozone-park","Don Peppe","7188457587","220","4.5","Italian","-73.82167670","40.66895480","13558 Lefferts Blvd","","11420","Ozone Park","NY"
"3-star-restaurant-brooklyn","3 Star Restaurant","7183364195","36","3.0","Diners, American (Traditional)","-73.95507400","40.59921700","1611 Ave U","","11229","Brooklyn","NY"
"the-blarney-rock-pub-new-york","The Blarney Rock Pub","2129470825","99","3.5","Irish, Pubs","-73.98926000","40.75090540","137 W 33rd St","","10001","New York","NY"
"dangerfields-new-york","Dangerfield's","2125931650","113","3.5","Comedy Clubs","-73.96057300","40.76098200","1118 1st Ave","","10021","New York","NY"
"desmonds-tavern-new-york","Desmonds Tavern","2126849472","83","3.0","Pubs","-73.98306100","40.74414190","433 Park Ave S","","10016","New York","NY"
"naomis-kosher-pizza-and-israel-falafel-flushing","Naomi's Kosher Pizza & Israel Falafel","7185208754","45","4.0","Falafel","-73.82041540","40.72424430","6828 Main St","","11367","Flushing","NY"
"roll-n-roaster-brooklyn","Roll-N-Roaster","7187696000","412","4.0","American (Traditional), Sandwiches","-73.93962130","40.58417030","2901 Emmons Ave","","11235","Brooklyn","NY"
"tio-pepe-new-york","Tio Pepe","2122429338","180","3.0","Mexican, Spanish","-74.00165830","40.73196790","168 W 4th St","","10014","New York","NY"
"brennan-and-carr-brooklyn-2","Brennan & Carr","7187691254","350","4.0","Sandwiches","-73.94175900","40.59965610","3432 Nostrand Ave","","11229","Brooklyn","NY"
"the-punch-bowl-bronx","The Punch Bowl","7188847322","10","4.0","Dive Bars","-73.90026150","40.88518600","5820 Broadway","","10463","Bronx","NY"
"jardin-de-china-corona","Jardin De China","7184763755","94","4.0","Chinese, Latin American","-73.87019990","40.75053070","3737 Junction Blvd","","11368","Corona","NY"
"blarney-stone-restaurants-new-york","Blarney Stone Restaurants","2122694988","19","2.5","American (Traditional), Dive Bars","-74.01370070","40.70620290","11 Trinity Pl","","10006","New York","NY"
"shimons-kosher-pizza-flushing","Shimon's Kosher Pizza","7187931491","8","3.5","Pizza","-73.82239080","40.72716030","7124 Main Street","","11367","Flushing","NY"
"riviera-cafe-and-sports-bar-new-york","Riviera Cafe & Sports Bar","2129293250","175","2.5","Sports Bars","-74.00278650","40.73405050","225 W 4th St","","10014","New York","NY"
"fascati-pizza-brooklyn","Fascati Pizza","7182371278","163","3.5","Pizza","-73.99271310","40.69848870","80 Henry St","","11201","Brooklyn","NY"
"baby-bos-cantina-new-york","Baby Bo's Cantina","2127792656","353","3.5","Mexican","-73.97598100","40.74513200","627 2nd Ave","","10016","New York","NY"
"li-grecis-staaten-staten-island","Li Greci's Staaten","7184486000","20","4.0","American (New), Caterers","-74.11223800","40.62981900","697 Forest Ave","","10310","Staten Island","NY"
"shun-lee-palace-new-york","Shun Lee Palace","2123718844","132","3.5","Chinese","-73.96907890","40.75941840","155 E 55th St","","10022","New York","NY"
"tamaqua-bar-and-marina-brooklyn","Tamaqua Bar & Marina","7186469212","1","4.0","Bars, Seafood","-73.93002630","40.59433720","84 Ebony Ct","","11229","Brooklyn","NY"
"munch-time-diner-bronx","Munch Time Diner","7189927347","5","3.0","Diners","-73.91684240","40.84013620","21 E 170th St","","10452","Bronx","NY"
"burger-heaven-new-york","Burger Heaven","2127520340","120","3.0","Burgers","-73.97490500","40.76027400","9 E 53rd St","","10022","New York","NY"
"cara-mia-restaurant-queens-village-2","Cara Mia Restaurant","7187409118","68","4.0","Italian","-73.74270470","40.73080610","220-20 Hillside Ave","","11427","Queens Village","NY"
"ihop-bronx-4","IHOP","7183256664","15","2.5","Breakfast & Brunch","-73.81937480","40.89026540","4340 Boston Post Rd","","10475","Bronx","NY"
"la-fusta-restaurant-elmhurst-2","La Fusta Restaurant","7184298222","127","4.0","Argentine","-73.88432450","40.74469840","8032 Baxter Ave","","11373","Elmhurst","NY"
"richmond-county-country-club-staten-island","Richmond County Country Club","7183510600","3","4.0","Golf","-74.10465600","40.58834000","135 Flagg Pl","","10304","Staten Island","NY"
"little-brown-jug-queens","Little Brown Jug","7188469609","1","3.0","Bars","-73.82629710","40.70059800","124-02 Jamaica Avenue","","11418","Queens","NY"
"mitchells-soul-food-brooklyn","Mitchell's Soul Food","7187893212","105","3.5","Southern, Soul Food","-73.96813200","40.67873100","617A Vanderbilt Ave","","11238","Brooklyn","NY"
"el-charro-espanol-new-york","El Charro Espanol","2122429547","47","4.0","Spanish","-74.00065800","40.73511400","4 Charles St","","10014","New York","NY"
"finnegans-wake-new-york","Finnegan's Wake","2127373664","53","3.5","Pubs, American (New)","-73.95563940","40.76867900","1361 1st Ave","","10021","New York","NY"
"davinci-pizzeria-brooklyn-2","DaVinci Pizzeria","7182325855","31","3.5","Pizza","-73.99078010","40.61886650","6514 18th Ave","","11204","Brooklyn","NY"
"mexico-lindo-restaurant-new-york","Mexico Lindo Restaurant","2126793665","142","3.5","Mexican","-73.97983900","40.73979600","459 2nd Ave","","10010","New York","NY"
"marina-del-rey-caterers-throgs-neck","Marina del Rey Caterers","7189316500","21","4.5","Venues & Event Spaces, Caterers","-73.81460570","40.81435750","1 Marina Dr","","10465","Throgs Neck","NY"
"floridian-diner-brooklyn","Floridian Diner","7183771895","65","2.5","Diners","-73.92709260","40.61424280","2301 Flatbush Ave","","11234","Brooklyn","NY"
"twins-public-house-new-york","Twins Public House","2126431688","1","4.0","American (Traditional)","-73.99682300","40.75318200","421 9th Ave","","10001","New York","NY"
"narrows-coffee-shop-brooklyn","Narrows Coffee Shop","7188339281","18","3.5","Diners, Coffee & Tea","-74.03345000","40.61259800","10001 4th Avenue","","11209","Brooklyn","NY"
"broome-street-bar-new-york-2","Broome Street Bar","2129252086","139","3.5","Bars, American (Traditional)","-74.00296430","40.72310810","363 W Broadway","","10013","New York","NY"
"o-hanlons-bar-astoria","O'Hanlon's Bar","7187289619","18","4.0","Pubs","-73.91254670","40.77457040","2257 31st St","","11105","Astoria","NY"
"charlies-sports-bar-woodside","Charlies Sports Bar","7184781903","3","4.5","Pubs, Sports Bars","-73.90256460","40.74970800","4408 60th St","","11377","Woodside","NY"
"jg-melon-new-york","JG Melon","2127440585","667","3.5","Burgers, American (Traditional)","-73.95930190","40.77105400","1291 3rd Ave","","10021","New York","NY"
"jacks-pizzeria-bayside","Jack's Pizzeria","7184235484","34","3.5","Pizza","-73.77695420","40.77842870","21249 26th Ave","","11360","Bayside","NY"
"emerald-pub-new-york","Emerald Pub","2122268512","56","3.5","Restaurants, Pubs, Lounges, Breweries","-74.00849360","40.72580720","308 Spring St","","10013","New York","NY"
"the-flame-diner-new-york","The Flame Diner","2127657962","120","3.0","Diners, American (Traditional), Coffee & Tea","-73.98557920","40.76860930","893 9th Ave","","10019","New York","NY"
"jackson-hole-new-york-3","Jackson Hole","2123717187","151","3.5","American (Traditional)","-73.96297290","40.76386940","232 E 64th St","","10021","New York","NY"
"zum-stammtisch-glendale","Zum Stammtisch","7183863014","199","4.0","German","-73.88118340","40.70177590","6946 Myrtle Ave","","11385","Glendale","NY"
"johns-of-12th-street-new-york-2","John's of 12th Street","2124759531","310","3.5","Italian","-73.98553500","40.73060500","302 E 12th St","","10003","New York","NY"
"mr-broadway-new-york","Mr. Broadway","2129212152","83","2.5","Kosher, Delis","-73.98714360","40.75237250","1372 Broadway","","10018","New York","NY"
"piccola-venezia-restaurant-astoria","Piccola Venezia Restaurant","7187218470","115","4.0","Italian","-73.91178400","40.76476600","4201 28th Ave","","11103","Astoria","NY"
"malaga-new-york","Malaga","2127377659","64","3.0","Tapas Bars, Spanish","-73.95501290","40.76801900","406 E 73rd St","","10021","New York","NY"
"ninis-cafe-and-p-ks-lounge-staten-island","Nini's Cafe & P K's Lounge","7183519024","4","4.5","Italian, Bars","-74.10033790","40.56553790","710 New Dorp Ln","","10306","Staten Island","NY"
"capitol-restaurant-manhattan-2","Capitol Restaurant","2129425090","20","3.0","Diners","-73.92152840","40.86782040","4933 Broadway","","10034","Manhattan","NY"
"la-bonne-soupe-new-york","La Bonne Soupe","2125867650","442","3.5","French, American (New)","-73.97703500","40.76230700","48 W 55th St","","10019","New York","NY"
"mimis-restaurant-and-piano-bar-new-york","Mimi's Restaurant and Piano Bar","2126884692","108","3.0","American (Traditional), Bars, Italian","-73.96729450","40.75612120","984 2nd Ave","","10022","New York","NY"
"lennys-clam-bar-howard-beach","Lenny's Clam Bar","7188455100","167","3.5","Seafood, Italian","-73.84299890","40.65712220","16103 Crossbay Blvd","","11414","Howard Beach","NY"
"new-york-presbyterian-hospital-new-york-weill-cornell-medical-ce-new-york-22","New York Presbyterian Hospital-New York Weill Cornell Medical Ce","2127466100","1","1.0","Hospitals","-73.95425680","40.76413790","521 E 68th St","","10065","New York","NY"
"grays-papaya-new-york","Gray's Papaya","2127990243","905","4.0","Hot Dogs","-73.98182890","40.77829110","2090 Broadway","","10023","New York","NY"
"danis-house-of-pizza-kew-gardens","Dani's House of Pizza","7188462849","365","4.0","Pizza, Italian","-73.83055850","40.70888780","81-28 Lefferts Blvd","","11415","Kew Gardens","NY"
"el-greco-diner-brooklyn","El Greco Diner","7189341288","135","2.5","Diners","-73.95006050","40.58382740","1821 Emmons Ave","","11235","Brooklyn","NY"
"mcdonalds-ozone-park","McDonald's","7188451010","2","1.5","Burgers, Fast Food","-73.86176100","40.67958720","7550 101st Ave","","11416","Ozone Park","NY"
"cafe-fiorello-new-york","Cafe Fiorello","2125955330","367","3.5","Italian, American (Traditional)","-73.98191290","40.77151450","1900 Broadway","","10023","New York","NY"
"l-and-b-spumoni-gardens-brooklyn","L & B Spumoni Gardens","7184491230","1705","4.0","Pizza, Italian","-73.98128430","40.59473650","2725 86th St","","11223","Brooklyn","NY"
"amore-pizzeria-flushing","Amore Pizzeria","7184450579","162","4.0","Pizza","-73.83447780","40.76929950","3027 Stratton St","","11354","Flushing","NY"
"the-road-house-staten-island","The Road House","7184470033","19","3.0","Pizza, Italian","-74.10077140","40.61337390","1400 Clove Rd","","10301","Staten Island","NY"
"elephant-and-castle-new-york","Elephant & Castle","2122431400","379","3.5","American (New), Breakfast & Brunch","-74.00066700","40.73622400","68 Greenwich Ave","","10011","New York","NY"
"mill-basin-kosher-delicatessen-brooklyn","Mill Basin Kosher Delicatessen","7182414910","80","4.0","Delis, Kosher","-73.91818460","40.61571070","5823 Ave T","","11234","Brooklyn","NY"
